epoch,train_loss,val_loss,val_balanced_accuracy,lr
0,0.6925443247252819,0.6938130855560303,0.5343137254901961,0.001
1,0.6611157901146832,0.6930393576622009,0.31862745098039214,0.001
2,0.6810580690701803,0.6924210786819458,0.4362745098039216,0.001
3,0.7121408745354297,0.6920197010040283,0.4656862745098039,0.001
4,0.7286656475534626,0.691779375076294,0.4656862745098039,0.001
5,0.691712919403525,0.691418468952179,0.49509803921568624,0.001
6,0.6249608222176047,0.691063404083252,0.4117647058823529,0.001
7,0.6159093660466811,0.690626859664917,0.4411764705882353,0.001
8,0.6463908027200138,0.6902727484703064,0.4411764705882353,0.001
9,0.6362074485012129,0.6898897290229797,0.4411764705882353,0.001
10,0.672808353807412,0.6895034909248352,0.4411764705882353,0.001
11,0.6361392911742715,0.6894519329071045,0.4411764705882353,0.0005
12,0.6340606890472711,0.6893880367279053,0.4117647058823529,0.0005
13,0.6355788824605006,0.6893170475959778,0.4117647058823529,0.0005
14,0.5843272197480295,0.6891914010047913,0.4117647058823529,0.0005
15,0.6250142875839683,0.689028263092041,0.4117647058823529,0.0005
16,0.6019554780978783,0.6888771653175354,0.4117647058823529,0.0005
17,0.6347523051149705,0.6885724663734436,0.4117647058823529,0.0005
18,0.6136091129452574,0.6883720755577087,0.4117647058823529,0.0005
19,0.6148066006454767,0.6882086396217346,0.4117647058823529,0.0005
20,0.6035901950854882,0.6881222128868103,0.4117647058823529,0.0005
21,0.5680785412881889,0.6880248188972473,0.4117647058823529,0.0005
22,0.6210421464022469,0.6879331469535828,0.4117647058823529,0.00025
23,0.5688159126861423,0.6877763271331787,0.4117647058823529,0.00025
24,0.5733489955172819,0.6877093315124512,0.4117647058823529,0.00025
25,0.6064079777867186,0.6875988841056824,0.38235294117647056,0.00025
