epoch,train_loss,val_loss,val_balanced_accuracy,lr
0,0.726679531733195,0.6937601089477539,0.475,0.001
1,0.711601992448171,0.6937683343887329,0.4,0.001
2,0.7116896112759908,0.6937803030014038,0.42500000000000004,0.001
3,0.6811083833376567,0.6938188552856446,0.45,0.001
4,0.6986638069152832,0.6938050746917724,0.45,0.001
5,0.6879630247751872,0.6938459396362304,0.47500000000000003,0.001
6,0.6941210110982259,0.6938005805015564,0.47500000000000003,0.001
7,0.6747327486673991,0.6938575506210327,0.47500000000000003,0.001
8,0.6641415317853292,0.6938879370689393,0.47500000000000003,0.001
9,0.6707839687665303,0.6938692927360535,0.5,0.001
10,0.637168021996816,0.6938873767852783,0.5,0.001
11,0.6762062907218933,0.693898057937622,0.525,0.001
12,0.6347821831703186,0.69389488697052,0.525,0.001
13,0.6581008116404216,0.693791925907135,0.525,0.001
14,0.6277250488599141,0.6938066005706787,0.525,0.001
15,0.6168031016985576,0.6939239621162414,0.47500000000000003,0.001
16,0.6389513611793518,0.6941412210464477,0.47500000000000003,0.001
17,0.6159227728843689,0.6945041656494141,0.47500000000000003,0.001
18,0.5948502580324809,0.6949969530105591,0.47500000000000003,0.001
19,0.6116879502932231,0.6952456712722779,0.47500000000000003,0.001
20,0.6115853905677795,0.6954203367233276,0.47500000000000003,0.001
21,0.6096587697664897,0.6958990454673767,0.47500000000000003,0.001
22,0.5934290766716004,0.6969699144363404,0.42500000000000004,0.0005
23,0.6223227898279826,0.6972680568695069,0.45,0.0005
24,0.5845467567443847,0.6970348477363586,0.45,0.0005
25,0.6018113176027934,0.6970593929290771,0.45,0.0005
26,0.579343871275584,0.6974586248397827,0.45,0.0005
27,0.6156167586644491,0.6977271795272827,0.45,0.0005
28,0.576364521185557,0.697934889793396,0.45,0.0005
29,0.573586928844452,0.6987151503562927,0.45,0.0005
30,0.5448081115881602,0.6989327669143677,0.47500000000000003,0.0005
31,0.5665691057840984,0.6987890124320983,0.47500000000000003,0.0005
32,0.5596649328867594,0.6992923617362976,0.45,0.0005
33,0.5600131471951802,0.6999561548233032,0.5,0.00025
34,0.5480546911557516,0.7003434777259827,0.5,0.00025
35,0.5507891217867533,0.7006448745727539,0.5,0.00025
36,0.5386444568634033,0.7007380604743958,0.5,0.00025
