epoch,train_loss,val_loss,val_balanced_accuracy,lr
0,0.706524710221724,0.6934052415796228,0.43567251461988304,0.001
1,0.6840958400206132,0.6932189851193815,0.5570175438596491,0.001
2,0.6709609703584151,0.6930618721085626,0.5277777777777778,0.001
3,0.6817245483398438,0.693068140261882,0.5277777777777778,0.001
4,0.6628425923260776,0.6931346928751146,0.5277777777777778,0.001
5,0.6577880263328553,0.6931126423784204,0.5555555555555556,0.001
6,0.6432868491519581,0.6930227166897541,0.5555555555555556,0.001
7,0.6264444882219488,0.6928972279703295,0.5555555555555556,0.001
8,0.6046526291153648,0.6927550612269221,0.5555555555555556,0.001
9,0.617594453421506,0.6926284432411194,0.5570175438596491,0.001
10,0.5927882281216708,0.6924834927997073,0.5307017543859649,0.001
11,0.5908828139305115,0.6923382958850345,0.5307017543859649,0.001
12,0.5596176570112055,0.6922298250971614,0.5307017543859649,0.0005
13,0.5831737659194253,0.6920553365269223,0.5043859649122807,0.0005
14,0.5606340310790322,0.6919504919567624,0.5043859649122807,0.0005
15,0.5607408707792109,0.6919232929075086,0.4780701754385965,0.0005
16,0.5400630138137124,0.6919156329051869,0.45175438596491224,0.0005
17,0.5582150925289501,0.6918115986360086,0.42543859649122806,0.0005
18,0.5545031688430092,0.6916611097954415,0.42543859649122806,0.0005
19,0.5255964517593383,0.6916506306545155,0.42543859649122806,0.0005
20,0.5123500347137451,0.691754479666014,0.42543859649122806,0.0005
21,0.519899801232598,0.6918287051690591,0.42543859649122806,0.0005
22,0.5125169060446999,0.6918929476995725,0.45321637426900585,0.0005
23,0.52183269479058,0.6919240468257183,0.45321637426900585,0.00025
24,0.5029181361198425,0.6920773032549266,0.4269005847953216,0.00025
25,0.5146716020324014,0.6922795869208671,0.4269005847953216,0.00025
26,0.5012937182729894,0.6925526615735647,0.4269005847953216,0.00025
