epoch,train_loss,val_loss,val_balanced_accuracy,lr
0,0.6868060946464538,0.6933231472969055,0.475,0.001
1,0.6895161032676697,0.6933986425399781,0.5,0.001
2,0.7045228362083436,0.6934727549552917,0.5,0.001
3,0.6825544714927674,0.6935817480087281,0.525,0.001
4,0.6636708895365397,0.6937510728836059,0.5499999999999999,0.001
5,0.6743446826934815,0.693908154964447,0.5499999999999999,0.001
6,0.6899134755134583,0.6940110683441162,0.5499999999999999,0.001
7,0.65844167470932,0.6941492080688476,0.525,0.001
8,0.6597498099009196,0.6942730665206909,0.525,0.001
9,0.6734020829200744,0.6944480776786804,0.5,0.001
10,0.6453057289123535,0.6947319388389588,0.5,0.001
11,0.67154887119929,0.6950472116470336,0.5,0.001
12,0.6694144248962403,0.6953400015830994,0.5,0.001
13,0.6673810283342997,0.6955489993095398,0.5,0.001
14,0.6401644070943197,0.6958722114562989,0.5,0.001
15,0.62127658923467,0.6962014675140381,0.5,0.0005
16,0.6327089667320251,0.6964951515197754,0.5,0.0005
17,0.6479444702466329,0.6968011617660522,0.5,0.0005
18,0.6026457031567891,0.6970619201660156,0.5,0.0005
19,0.64212064743042,0.6973513960838318,0.5,0.0005
20,0.625667933622996,0.6977701902389526,0.5,0.0005
21,0.6111308217048645,0.6980952501296998,0.5,0.0005
22,0.6308038274447123,0.698366355895996,0.5,0.0005
23,0.6288139065106709,0.6985557794570922,0.5,0.0005
24,0.6464551289876302,0.6988707661628724,0.5,0.0005
25,0.6063796520233155,0.6992860078811646,0.5,0.0005
26,0.6221233447392781,0.6998102188110351,0.5,0.00025
27,0.632401192188263,0.7001989722251892,0.5,0.00025
28,0.5885710279146831,0.7005651950836181,0.5,0.00025
29,0.6313704371452331,0.7008794188499451,0.5,0.00025
