model_name,trainable_parameters,train_time_seconds,inference_mean_ms
atcnet,76088.0,99.69848369399901,16.80844303977792
csp_lda,4101.44,0.6852989880042151,0.2105373799160588
eegnet,2642.0,10.538999123999384,0.9555718201620038
