comparison,metric,n_pairs,mean_diff,median_diff,ci_low,ci_high,raw_p,corrected_p,effect_size,effect_size_name,significant
eegnet_vs_csp_lda,accuracy,50,-0.13016113279271174,-0.10263157894736841,-0.17330383323607007,-0.08953034061389328,1.0769072022554578e-06,3.2307216067663735e-06,-0.8347826086956521,rank_biserial,True
atcnet_vs_csp_lda,accuracy,50,-0.08514389338731444,-0.0625,-0.1218148068488529,-0.05101431764507422,8.494277135307865e-05,0.0001698855427061573,-0.672463768115942,rank_biserial,True
atcnet_vs_eegnet,accuracy,50,0.04501723940539731,0.025320512820512814,0.017667955746738656,0.07342715915561307,0.0034208969056256917,0.0034208969056256917,0.5182724252491694,rank_biserial,True
eegnet_vs_csp_lda,macro_f1,50,-0.16560643591974444,-0.12791505316860288,-0.21497876899458998,-0.11795916758921621,5.3406212785489515e-08,1.6021863835646855e-07,-0.8086274509803921,rank_biserial,True
atcnet_vs_csp_lda,macro_f1,50,-0.08531362768232192,-0.0473073483009252,-0.1268062267207075,-0.04534333933182783,0.0008161325721396793,0.0008161325721396793,-0.5493877551020409,rank_biserial,True
atcnet_vs_eegnet,macro_f1,50,0.08029280823742252,0.07629057508097228,0.04680376853432079,0.11506193013116361,8.023620813336576e-05,0.00016047241626673152,0.6539115646258503,rank_biserial,True
