epoch,train_loss,val_loss,val_balanced_accuracy,lr
0,0.7268401870206624,0.6887022733688355,0.575,0.001
1,0.6940924390023496,0.6907537460327149,0.575,0.001
2,0.6856123048718236,0.6917364358901977,0.525,0.001
3,0.7368722167335638,0.6896651983261108,0.5,0.001
4,0.6770958604932833,0.6887711524963379,0.475,0.001
5,0.6648232135452142,0.6905535101890564,0.5,0.001
6,0.6119627742206349,0.6967952251434326,0.525,0.001
7,0.6247623878366807,0.701364028453827,0.5,0.001
8,0.6301901285387889,0.7056647300720215,0.425,0.001
9,0.6432953717327919,0.7118837356567382,0.425,0.001
10,0.6356488341042975,0.7132378101348877,0.55,0.001
11,0.5875611124920244,0.7106182217597962,0.5,0.0005
12,0.5819291722874681,0.7114773035049439,0.5,0.0005
13,0.5850457483980837,0.7137296676635743,0.5,0.0005
14,0.628524067522097,0.718224036693573,0.45,0.0005
15,0.6210923941195512,0.7212397694587708,0.45,0.0005
16,0.5830792554286348,0.7139100313186646,0.45,0.0005
17,0.5569272361883596,0.7055203795433045,0.5,0.0005
18,0.54416622133816,0.699533212184906,0.55,0.0005
19,0.5479444495770109,0.69510977268219,0.55,0.0005
20,0.563134006592406,0.6929584741592407,0.525,0.0005
21,0.5267420025432811,0.6898339748382568,0.575,0.0005
22,0.5543592201561487,0.6864044427871704,0.6000000000000001,0.0005
23,0.5195309204213759,0.6867708921432495,0.6000000000000001,0.0005
24,0.5012301730007684,0.6891883254051209,0.55,0.0005
25,0.509526944460989,0.6933879733085633,0.525,0.0005
26,0.5126964049179012,0.6956543922424316,0.55,0.0005
27,0.4963370786995447,0.6991787433624268,0.575,0.0005
28,0.45432129852912007,0.7008605003356934,0.575,0.0005
29,0.4281294228149061,0.702505087852478,0.575,0.0005
30,0.4497724112843265,0.7022149562835693,0.575,0.0005
31,0.44840839830767204,0.7038690567016601,0.525,0.0005
32,0.3901773185289207,0.7023447155952454,0.575,0.0005
33,0.41856467598626595,0.702921462059021,0.6000000000000001,0.00025
34,0.3625564352303994,0.7049798369407654,0.6000000000000001,0.00025
35,0.39987534635207234,0.7063298940658569,0.6000000000000001,0.00025
36,0.36090339632595286,0.7067773222923279,0.6000000000000001,0.00025
37,0.39562200448092294,0.7083016633987427,0.6000000000000001,0.00025
38,0.34906928980049967,0.7074652075767517,0.6000000000000001,0.00025
39,0.3381792589896867,0.7085816502571106,0.55,0.00025
40,0.36427004071844726,0.7099838256835938,0.575,0.00025
41,0.337204185103168,0.7132504224777222,0.575,0.00025
42,0.3246529983873127,0.7154724597930908,0.575,0.00025
43,0.32599334781911193,0.7168488740921021,0.575,0.00025
44,0.3238656555905062,0.7186463117599488,0.55,0.000125
45,0.28353920453736764,0.720217251777649,0.5,0.000125
46,0.28552363224390176,0.7215551972389221,0.5,0.000125
47,0.2920905895092908,0.7214585185050965,0.5,0.000125
48,0.2974684348627299,0.7240492820739746,0.5,0.000125
49,0.2977288578237806,0.7256696581840515,0.5,0.000125
50,0.3010579575510586,0.7265987634658814,0.5,0.000125
51,0.33484950285999715,0.7291055679321289,0.5,0.000125
52,0.27780396747989816,0.7315558910369873,0.47500000000000003,0.000125
