epoch,train_loss,val_loss,val_balanced_accuracy,lr
0,0.7410430984619336,0.6596130289529499,0.6842105263157894,0.001
1,0.7582436901891333,0.6575176966817755,0.631578947368421,0.001
2,0.7251848379770914,0.6361775492366991,0.6842105263157895,0.001
3,0.6757139191668258,0.6120963190731249,0.736842105263158,0.001
4,0.7114050220220517,0.594340487530357,0.763157894736842,0.001
5,0.6876123960201557,0.5824715840189081,0.736842105263158,0.001
6,0.6641337148144714,0.5755518957188255,0.736842105263158,0.001
7,0.649411178042746,0.5785629153251648,0.6842105263157895,0.001
8,0.6295774849052103,0.5815011921681856,0.7105263157894737,0.001
9,0.7029751799045465,0.5799312748407063,0.7105263157894737,0.001
10,0.6370309774692242,0.5732539045183283,0.6842105263157894,0.001
11,0.626846599782634,0.5699098957212347,0.6842105263157894,0.001
12,0.63069435979566,0.5633259101917869,0.7105263157894737,0.001
13,0.6073753502633836,0.557231322715157,0.7105263157894737,0.001
14,0.6005810978066208,0.5562507321960047,0.6842105263157895,0.001
15,0.5666292681653275,0.5554953562585931,0.6578947368421053,0.0005
16,0.5534025023126194,0.5512085807950873,0.6578947368421053,0.0005
17,0.6177094904785483,0.5515283879480863,0.6578947368421053,0.0005
18,0.5636332524128449,0.5505985052962052,0.6578947368421053,0.0005
19,0.5366366184674777,0.5412776689780386,0.6842105263157895,0.0005
20,0.5437553942712963,0.5370332975136606,0.6842105263157895,0.0005
21,0.5397764571711549,0.5354356514780145,0.6842105263157895,0.0005
22,0.566229374999674,0.533969521522522,0.7105263157894737,0.0005
23,0.6034359330804939,0.535268391433515,0.7105263157894737,0.0005
24,0.4840303491323422,0.5417608399140207,0.6842105263157894,0.0005
25,0.5141189083074912,0.551694509230162,0.7105263157894737,0.0005
26,0.5199434930442745,0.5653423651268608,0.7105263157894737,0.00025
27,0.566528204924021,0.5596498219590438,0.6842105263157894,0.00025
28,0.5184558523006928,0.5528648934866253,0.6842105263157894,0.00025
29,0.48003435236775976,0.5489561212690253,0.7105263157894737,0.00025
30,0.5182969534499013,0.5535291527446947,0.7105263157894737,0.00025
31,0.5248939338912312,0.5523902962082311,0.7105263157894737,0.00025
32,0.5110240711106194,0.5456846105424982,0.7105263157894737,0.00025
33,0.4948611254366035,0.5402088949554845,0.7368421052631579,0.00025
34,0.468263235866514,0.5441366245872096,0.7105263157894737,0.00025
