epoch,train_loss,val_loss,val_balanced_accuracy,lr
0,0.7356889446576437,0.6823399782180786,0.6000000000000001,0.001
1,0.6859923005104065,0.6791128277778625,0.6,0.001
2,0.7623642325401306,0.6691280126571655,0.675,0.001
3,0.6905270536740621,0.6541536331176758,0.65,0.001
4,0.6225580294926961,0.6376311182975769,0.7,0.001
5,0.6071158528327942,0.6181458234786987,0.7,0.001
6,0.5915473103523254,0.5966994524002075,0.7250000000000001,0.001
7,0.6088310281435648,0.5699224233627319,0.75,0.001
8,0.6382701834042867,0.5469797790050507,0.75,0.001
9,0.5884285529454549,0.5275496184825897,0.75,0.001
10,0.5739205519358317,0.5258838832378387,0.725,0.001
11,0.615571399529775,0.5290432453155518,0.75,0.001
12,0.4622340023517609,0.5070076644420624,0.75,0.001
13,0.4797429144382477,0.4564246028661728,0.825,0.001
14,0.4470917860666911,0.3748232275247574,0.875,0.001
15,0.4226294219493866,0.3254846841096878,0.8999999999999999,0.001
16,0.38173642158508303,0.29724695533514023,0.925,0.001
17,0.4005860110123952,0.3081531226634979,0.875,0.001
18,0.3601630667845408,0.29113586619496346,0.875,0.001
19,0.37506605784098307,0.25254970192909243,0.8999999999999999,0.001
20,0.3156065781911214,0.21749360263347625,0.925,0.001
21,0.2871817002693812,0.20400653760880233,0.925,0.001
22,0.2536595622698466,0.19325798135250807,0.95,0.001
23,0.2792165199915568,0.1924764458090067,0.875,0.001
24,0.25910208423932396,0.20568282008171082,0.85,0.001
25,0.18491695672273636,0.20475617460906506,0.875,0.001
26,0.16124610900878905,0.20993982246145607,0.85,0.001
27,0.186933101216952,0.21912248488515615,0.875,0.001
28,0.15155099232991537,0.2135282744653523,0.875,0.001
29,0.15910514692465463,0.22081120694056153,0.875,0.001
30,0.14644227226575215,0.2046768466476351,0.9,0.001
31,0.10510930021603902,0.20485435063019394,0.9,0.001
32,0.11102397739887238,0.19233071382623165,0.9,0.001
33,0.07566495214899381,0.15358433716464787,0.925,0.0005
34,0.1140136867761612,0.1500389507971704,0.925,0.0005
35,0.07429057359695435,0.16188700515776872,0.925,0.0005
36,0.0754835898677508,0.16478831749409437,0.925,0.0005
37,0.1368091570834319,0.15495501095429062,0.925,0.0005
38,0.09021633043885231,0.1354019290069118,0.925,0.0005
39,0.08888667821884155,0.12155869152629747,0.975,0.0005
40,0.09971189200878143,0.12824146347120405,0.95,0.0005
41,0.0752444631109635,0.12547877372708172,0.975,0.0005
42,0.07802719101309777,0.13359569483436645,0.95,0.0005
43,0.10193954035639763,0.11300745242042468,0.975,0.0005
44,0.09387499143679937,0.09192108943825587,0.975,0.0005
45,0.05342709372440974,0.09580438334960491,0.975,0.0005
46,0.07933739597598712,0.08917103065177798,0.975,0.0005
47,0.06344198634227118,0.10553990246262401,0.975,0.0005
48,0.07052105963230133,0.1403658828465268,0.925,0.0005
49,0.061343446870644885,0.17480037934146822,0.925,0.0005
50,0.05540319606661796,0.17250453449087216,0.925,0.00025
51,0.029228531072537103,0.16780719340313227,0.925,0.00025
52,0.026812390051782133,0.16012303762836383,0.925,0.00025
53,0.05453011418382327,0.14229452853323893,0.925,0.00025
54,0.07747764723996321,0.12806230827700346,0.95,0.00025
55,0.03760230354964733,0.11868996209232137,0.95,0.00025
56,0.07634396726886432,0.11141626578755677,0.95,0.00025
57,0.06261650919914245,0.12084781611338258,0.95,0.00025
58,0.02850253526121378,0.11285181501298211,0.95,0.00025
59,0.06485244234402975,0.12866335723665542,0.925,0.00025
60,0.046232239653666816,0.12317051200079732,0.95,0.00025
61,0.08510096830626329,0.12218271885649301,0.95,0.000125
62,0.07997199346621832,0.11494606944033876,0.975,0.000125
63,0.06882908940315247,0.12661874474724755,0.925,0.000125
64,0.04362863538165887,0.13332113612559623,0.925,0.000125
65,0.049248068034648894,0.1498798254702706,0.925,0.000125
66,0.04144722099105517,0.12935455775586888,0.925,0.000125
67,0.04048075961569945,0.11755595221184194,0.925,0.000125
68,0.096394611398379,0.10256717308075167,0.975,0.000125
69,0.04334963063398997,0.11949532528524287,0.925,0.000125
