epoch,train_loss,val_loss,val_balanced_accuracy,lr
0,0.6983065605163574,0.6814873576164245,0.625,0.001
1,0.6910810589790344,0.6826771974563599,0.6,0.001
2,0.6940149625142416,0.6739192724227905,0.625,0.001
3,0.690357526143392,0.669240140914917,0.6499999999999999,0.001
4,0.6953198989232381,0.6674852490425109,0.575,0.001
5,0.6894048531850179,0.6710996508598328,0.575,0.001
6,0.6359817385673523,0.6721935510635376,0.575,0.001
7,0.6448676824569702,0.6726444959640503,0.575,0.001
8,0.582820204893748,0.6720305442810058,0.575,0.001
9,0.6565336028734843,0.6693072199821473,0.575,0.001
10,0.5879870533943177,0.6651504158973693,0.6,0.001
11,0.6059093395868937,0.6632381558418274,0.625,0.001
12,0.6030959248542785,0.6588160514831543,0.675,0.001
13,0.5856015682220459,0.6539241790771484,0.675,0.001
14,0.6193456848462423,0.6480876445770264,0.675,0.001
15,0.549642930428187,0.6445462584495545,0.675,0.001
16,0.5207903424898783,0.6454984188079834,0.65,0.001
17,0.5565533677736918,0.6453144550323486,0.65,0.001
18,0.5536208709081014,0.6428289294242859,0.65,0.001
19,0.4825356920560201,0.6446688294410705,0.65,0.001
20,0.5402615030606588,0.6485633850097656,0.675,0.001
21,0.487862898906072,0.6428721189498902,0.6000000000000001,0.001
22,0.4907599767049154,0.6479588985443115,0.65,0.001
23,0.44321388403574624,0.6426668763160706,0.65,0.0005
24,0.4216964880625407,0.6429947018623352,0.625,0.0005
25,0.4463672618071238,0.6365743994712829,0.6,0.0005
26,0.40914054910341896,0.6367863655090332,0.6,0.0005
27,0.4181689202785492,0.6384070634841919,0.625,0.0005
28,0.429122922817866,0.6386094570159913,0.625,0.0005
29,0.3661409318447113,0.6415619850158691,0.625,0.0005
30,0.37732561230659484,0.650220251083374,0.65,0.0005
31,0.3692026913166046,0.6541552186012268,0.65,0.0005
32,0.3472145656744639,0.6588685631752014,0.625,0.0005
33,0.36766586105028787,0.6660938143730164,0.625,0.0005
34,0.3043359061082204,0.6793418884277344,0.65,0.00025
35,0.31911318997542065,0.684600031375885,0.625,0.00025
36,0.35037259459495546,0.6863910675048828,0.625,0.00025
37,0.29894445141156517,0.6924940824508667,0.625,0.00025
38,0.29051223397254944,0.6951040983200073,0.625,0.00025
39,0.25864575107892357,0.7003917455673218,0.625,0.00025
40,0.26696114540100097,0.7014562845230102,0.625,0.00025
41,0.2746975709994634,0.7021629810333252,0.625,0.00025
42,0.27477001150449115,0.701216208934784,0.625,0.00025
